"interaction_id","timestamp","hotel_id","channel","language","request_type","complexity","hotel_name","city","country","hotel_type","rooms"
"INT2025_03_0289","2025-03-23 16:08:00","hotel_03","website_chat","NO","spa_reservation","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_07_0547","2025-07-28 14:09:00","hotel_unknown","email","N/A","service_request","medium","","","","",""
"INT2025_03_0291","2025-03-24 07:18:00","hotel_06","facebook","EN","check_in","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_03_0292","2025-03-24 08:33:00","hotel_11","email","NO","info","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_03_0294","2025-03-25 11:03:00","hotel_02","website_chat","EN","check_out","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_03_0295","2025-03-26 11:38:00","hotel_08","instagram","NO","complaint","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_03_0297","2025-03-27 14:08:00","hotel_04","email","EN","service_request","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_03_0300","2025-03-28 16:13:00","hotel_05","instagram","EN","info","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_03_0301","2025-03-29 07:32:00","hotel_10","facebook","NO","booking","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0091","2025-08-17 07:53:00","hotel_unknown","facebook","N/A","booking","medium","","","","",""
"INT2025_03_0306","2025-03-31 13:08:00","hotel_09","facebook","EN","spa_reservation","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_03_0307","2025-03-01 13:43:00","hotel_02","email","NO","technical_issue","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0106","2025-08-24 13:24:00","hotel_unknown","facebook","N/A","info","medium","","","","",""
"INT2025_03_0309","2025-03-02 15:33:00","hotel_12","website_chat","EN","info","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_03_0310","2025-03-02 16:48:00","hotel_04","instagram","NO","booking","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0121","2025-08-01 07:53:00","hotel_unknown","facebook","N/A","spa_reservation","medium","","","","",""
"INT2025_03_0315","2025-03-05 11:48:00","hotel_03","instagram","EN","technical_issue","simple","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0148","2025-08-14 15:04:00","hotel_unknown","website_chat","N/A","check_in","medium","","","","",""
"INT2025_03_0319","2025-03-07 16:08:00","hotel_09","website_chat","NO","check_out","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_03_0238","2025-03-28 14:43:00","hotel_11","website_chat","NO","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_03_0258","2025-03-07 14:53:00","hotel_09","website_chat","EN","check_out","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_03_0243","2025-03-31 10:03:00","hotel_04","website_chat","EN","booking","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_03_0253","2025-03-05 09:58:00","hotel_02","website_chat","NO","complaint","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_03_0268","2025-03-12 14:43:00","hotel_unknown","website_chat","NO","booking","medium","","","","",""
"INT2025_03_0303","2025-03-30 10:03:00","hotel_unknown","website_chat","EN","complaint","simple","","","","",""
"INT2025_03_0273","2025-03-15 10:03:00","hotel_05","website_chat","EN","spa_reservation","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_07_0469","2025-07-20 16:19:00","hotel_unknown","website_chat","N/A","check_out","medium","","","","",""
"INT2025_03_0283","2025-03-20 09:58:00","hotel_04","website_chat","NO","check_out","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_03_0288","2025-03-22 14:53:00","hotel_10","website_chat","EN","service_request","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_03_0271","2025-03-14 07:32:00","hotel_07","facebook","NO","service_request","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_03_0279","2025-03-18 15:33:00","hotel_09","website_chat","EN","service_request","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_07_0562","2025-07-04 09:04:00","hotel_unknown","email","N/A","service_request","medium","","","","",""
"INT2025_03_0304","2025-03-30 10:38:00","hotel_06","website_chat","NO","service_request","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_03_0321","2025-03-08 07:18:00","hotel_08","facebook","EN","service_request","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_03_0324","2025-03-09 11:03:00","hotel_04","website_chat","EN","technical_issue","simple","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_03_0325","2025-03-10 11:38:00","hotel_07","instagram","NO","info","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_03_0340","2025-03-17 16:48:00","hotel_09","instagram","NO","technical_issue","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_03_0327","2025-03-11 14:08:00","hotel_05","email","EN","booking","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_03_0331","2025-03-13 07:32:00","hotel_06","facebook","NO","spa_reservation","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_03_0337","2025-03-16 13:43:00","hotel_04","email","NO","service_request","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_03_0334","2025-03-14 10:38:00","hotel_02","website_chat","NO","info","medium","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_04_0031","2025-04-18 07:46:00","hotel_09","facebook","NO","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_03_0336","2025-03-15 13:08:00","hotel_12","facebook","EN","complaint","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_03_0330","2025-03-12 16:13:00","hotel_unknown","instagram","EN","service_request","simple","","","","",""
"INT2025_03_0339","2025-03-17 15:33:00","hotel_07","website_chat","EN","spa_reservation","simple","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_04_0014","2025-04-09 10:48:00","hotel_unknown","instagram","NO","service_request","simple","","","","",""
"INT2025_03_0342","2025-03-18 08:43:00","hotel_10","email","EN","info","simple","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_04_0018","2025-04-11 14:26:00","hotel_unknown","website_chat","EN","technical_issue","complex","","","","",""
"INT2025_03_0345","2025-03-20 11:48:00","hotel_06","instagram","EN","check_out","simple","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_04_0024","2025-04-14 11:04:00","hotel_unknown","website_chat","EN","booking","simple","","","","",""
"INT2025_03_0349","2025-03-22 16:08:00","hotel_08","website_chat","NO","technical_issue","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_04_0034","2025-04-19 10:51:00","hotel_unknown","website_chat","NO","info","simple","","","","",""
"INT2025_04_0001","2025-04-01 07:22:00","hotel_01","email","NO","info","simple","The Well","Sandvika","Norway","spa",231
"INT2025_04_0002","2025-04-01 08:01:00","hotel_03","website_chat","EN","booking","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_04_0003","2025-04-02 09:14:00","hotel_05","website_chat","NO","service_request","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_04_0004","2025-04-02 10:36:00","hotel_07","instagram","EN","complaint","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_04_0005","2025-04-03 11:49:00","hotel_02","email","NO","check_in","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_04_0050","2025-04-27 16:45:00","hotel_unknown","instagram","EN","check_out","complex","","","","",""
"INT2025_04_0008","2025-04-05 14:08:00","hotel_09","website_chat","NO","technical_issue","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_04_0009","2025-04-06 16:19:00","hotel_12","website_chat","EN","info","simple","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0163","2025-08-22 10:19:00","hotel_unknown","website_chat","N/A","spa_reservation","medium","","","","",""
"INT2025_04_0007","2025-04-04 13:27:00","hotel_10","facebook","EN","spa_reservation","complex","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_08_0235","2025-08-27 11:59:00","hotel_unknown","instagram","N/A","check_out","medium","","","","",""
"INT2025_04_0010","2025-04-07 18:25:00","hotel_06","email","EN","booking","complex","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_04_0011","2025-04-08 07:49:00","hotel_08","facebook","NO","info","simple","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_08_0247","2025-08-02 14:04:00","hotel_unknown","email","N/A","service_request","medium","","","","",""
"INT2025_04_0013","2025-04-09 09:35:00","hotel_03","website_chat","EN","complaint","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0250","2025-08-03 17:09:00","hotel_unknown","instagram","N/A","info","medium","","","","",""
"INT2025_04_0016","2025-04-10 12:59:00","hotel_07","email","EN","info","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_04_0017","2025-04-11 13:44:00","hotel_02","facebook","NO","spa_reservation","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_08_0268","2025-08-12 15:04:00","hotel_unknown","website_chat","N/A","booking","medium","","","","",""
"INT2025_08_0292","2025-08-24 08:54:00","hotel_unknown","email","N/A","info","medium","","","","",""
"INT2025_04_0023","2025-04-14 09:48:00","hotel_03","email","NO","check_out","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0307","2025-08-01 14:04:00","hotel_unknown","email","N/A","technical_issue","medium","","","","",""
"INT2025_04_0027","2025-04-16 14:10:00","hotel_12","facebook","EN","technical_issue","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0322","2025-08-08 08:54:00","hotel_unknown","email","N/A","service_request","medium","","","","",""
"INT2025_04_0029","2025-04-17 15:29:00","hotel_02","website_chat","NO","booking","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_04_0030","2025-04-17 16:21:00","hotel_06","instagram","EN","complaint","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_08_0355","2025-08-25 11:59:00","hotel_unknown","instagram","N/A","service_request","medium","","","","",""
"INT2025_04_0035","2025-04-20 12:05:00","hotel_07","instagram","EN","spa_reservation","complex","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_04_0037","2025-04-21 13:55:00","hotel_11","email","NO","booking","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_04_0038","2025-04-21 15:11:00","hotel_03","website_chat","EN","check_out","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_08_0370","2025-08-01 17:09:00","hotel_unknown","instagram","N/A","complaint","medium","","","","",""
"INT2025_04_0040","2025-04-22 16:39:00","hotel_06","instagram","NO","info","medium","Arctic Comfort Hotel","BodÃ¸","Norway","city",110
"INT2025_04_0043","2025-04-24 10:00:00","hotel_12","website_chat","NO","service_request","medium","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_08_0388","2025-08-10 15:04:00","hotel_unknown","website_chat","N/A","service_request","medium","","","","",""
"INT2025_04_0046","2025-04-25 13:06:00","hotel_07","facebook","NO","check_in","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_04_0047","2025-04-26 13:40:00","hotel_05","email","EN","info","complex","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_03_0328","2025-03-11 14:43:00","hotel_10","website_chat","NO","complaint","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_04_0052","2025-04-28 08:39:00","hotel_11","email","NO","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_04_0053","2025-04-29 09:55:00","hotel_09","website_chat","EN","spa_reservation","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_03_0333","2025-03-14 10:03:00","hotel_09","website_chat","EN","check_out","simple","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_03_0343","2025-03-19 09:58:00","hotel_03","website_chat","NO","booking","medium","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_03_0348","2025-03-21 14:53:00","hotel_02","website_chat","EN","spa_reservation","simple","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_04_0021","2025-04-13 17:18:00","hotel_04","website_chat","EN","complaint","complex","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_04_0026","2025-04-15 12:53:00","hotel_05","website_chat","NO","spa_reservation","simple","Bergen Harbor Hotel","Bergen","Norway","city",160
"INT2025_04_0033","2025-04-19 09:33:00","hotel_04","website_chat","EN","service_request","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_08_0364","2025-08-29 10:59:00","hotel_unknown","website_chat","N/A","spa_reservation","medium","","","","",""
"INT2025_03_0346","2025-03-20 13:03:00","hotel_11","facebook","NO","service_request","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_04_0020","2025-04-12 16:49:00","hotel_11","email","NO","service_request","simple","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_04_0041","2025-04-23 07:28:00","hotel_02","facebook","EN","service_request","complex","Oslo City Hotel","Oslo","Norway","city",180
"INT2025_04_0074","2025-04-09 10:40:00","hotel_09","website_chat","EN","complaint","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_04_0055","2025-04-30 11:45:00","hotel_08","instagram","NO","info","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_04_0056","2025-04-30 13:00:00","hotel_12","facebook","EN","booking","complex","Geilo Alpine Resort","Geilo","Norway","resort",170
"INT2025_04_0058","2025-04-01 14:50:00","hotel_07","website_chat","NO","complaint","medium","Trondheim Central Hotel","Trondheim","Norway","city",140
"INT2025_04_0101","2025-04-23 07:34:00","hotel_09","facebook","EN","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_04_0061","2025-04-03 07:39:00","hotel_10","facebook","NO","spa_reservation","medium","Kristiansand Beach Hotel","Kristiansand","Norway","resort",150
"INT2025_04_0062","2025-04-03 08:55:00","hotel_03","email","EN","technical_issue","complex","Fjord Spa Hotel","FlÃ¥m","Norway","spa",95
"INT2025_04_0065","2025-04-05 12:00:00","hotel_11","instagram","EN","check_out","complex","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_04_0071","2025-04-08 07:34:00","hotel_unknown","facebook","EN","technical_issue","complex","","","","",""
"INT2025_04_0068","2025-04-06 15:05:00","hotel_08","website_chat","EN","check_in","complex","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
"INT2025_04_0077","2025-04-11 13:45:00","hotel_unknown","email","EN","service_request","complex","","","","",""
"INT2025_04_0070","2025-04-07 16:55:00","hotel_04","instagram","NO","spa_reservation","medium","Northern Lights Resort","TromsÃ¸","Norway","resort",120
"INT2025_04_0127","2025-04-06 13:50:00","hotel_09","email","NO","service_request","medium","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_04_0104","2025-04-24 10:40:00","hotel_unknown","website_chat","EN","spa_reservation","complex","","","","",""
"INT2025_04_0124","2025-04-04 10:45:00","hotel_unknown","website_chat","NO","check_in","medium","","","","",""
"INT2025_04_0079","2025-04-12 16:15:00","hotel_11","website_chat","NO","technical_issue","medium","Ã…lesund View Hotel","Ã…lesund","Norway","city",100
"INT2025_04_0080","2025-04-12 16:50:00","hotel_09","instagram","EN","check_in","complex","Lillehammer Mountain Lodge","Lillehammer","Norway","resort",85
"INT2025_04_0130","2025-04-07 16:55:00","hotel_unknown","instagram","NO","technical_issue","medium","","","","",""
"INT2025_04_0082","2025-04-13 08:40:00","hotel_08","email","NO","booking","medium","Stavanger Seaside Hotel","Stavanger","Norway","resort",130
